loan_id,customer_id,product_type,effective_date,maturity_date,ead,pd_12m,origination_pd,lgd,days_past_due,forbearance_flag,remaining_months,recovery_cashflows,eir
1133,2133,home_loan,2024-05-09,2042-05-05,243946,0.0062,0.0056,0.45,0,N,219,"[4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878, 4878]",0.05
1134,2134,home_loan,2022-04-18,2032-04-15,435266,0.0088,0.0079,0.38,0,N,121,"[8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705, 8705]",0.05
1135,2135,auto_loan,2022-01-16,2025-01-15,13759,0.0199,0.0169,0.48,0,N,36,"[275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275, 275]",0.05
1136,2136,home_loan,2018-12-12,2035-12-08,139343,0.0144,0.013,0.39,0,N,206,"[2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786, 2786]",0.05
1137,2137,personal_loan,2024-05-17,2029-05-16,48986,0.0716,0.0573,0.61,0,N,60,"[979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979, 979]",0.08
1138,2138,auto_loan,2022-07-22,2029-07-20,36621,0.0178,0.0151,0.54,0,N,85,"[732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732]",0.06
1139,2139,home_loan,2020-10-20,2030-10-18,290479,0.0066,0.0059,0.41,10,N,121,"[5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809, 5809]",0.05
1140,2140,auto_loan,2022-07-18,2027-07-17,43625,0.0222,0.0189,0.44,0,N,60,"[872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872]",0.05
1141,2141,auto_loan,2020-06-23,2027-06-22,20484,0.048,0.0408,0.55,0,N,85,"[409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409, 409]",0.06
1142,2142,home_loan,2020-01-22,2031-01-19,116326,0.01,0.009,0.37,0,N,133,"[2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326, 2326]",0.05
1143,2143,personal_loan,2018-06-17,2020-06-16,14357,0.0734,0.0587,0.71,30,N,24,"[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",0.09
1144,2144,home_loan,2017-07-20,2042-07-14,418543,0.0171,0.0154,0.43,30,N,304,"[8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370, 8370]",0.04
1145,2145,home_loan,2021-09-18,2047-09-12,455513,0.0099,0.0089,0.44,0,N,316,"[9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110, 9110]",0.05
1146,2146,home_loan,2021-07-14,2051-07-07,329728,0.01,0.009,0.42,0,N,365,"[6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594, 6594]",0.05
1147,2147,personal_loan,2017-01-07,2021-01-06,7280,0.0871,0.0697,0.7,10,N,48,"[145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145]",0.08
1148,2148,personal_loan,2024-06-22,2027-06-22,13272,0.0902,0.0722,0.77,0,N,36,"[265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265, 265]",0.07
1149,2149,home_loan,2016-07-11,2031-07-08,135249,0.0196,0.0176,0.43,0,N,182,"[2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704, 2704]",0.06
1150,2150,home_loan,2017-03-25,2045-03-18,223729,0.007,0.0063,0.44,0,N,340,"[4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474, 4474]",0.05
1151,2151,auto_loan,2017-09-18,2023-09-17,34007,0.0228,0.0194,0.44,0,N,73,"[680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680, 680]",0.06
1152,2152,home_loan,2023-01-14,2053-01-06,289871,0.0192,0.0173,0.36,0,N,365,"[5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797, 5797]",0.04
